"Build Name","Test Name","OS","Browser","Resolution","Date","Score","Result URL"
"12.0.7","Recurring Orders Test","Windows 10","Google Chrome 96","1366x768","2022-02-18T17:30:19.000Z","pass","https://app.crossbrowsertesting.com/public/ib2a03a200809cd7/selenium/73835857/54a585af"
"12.0.7","Promotion Settings Coupon Test","Windows 10","Google Chrome 96","1366x768","2022-02-18T17:23:31.000Z","pass","https://app.crossbrowsertesting.com/public/ib2a03a200809cd7/selenium/73835603/76914056"
"12.0.7","Promotion Settings Automatic Test","Windows 10","Google Chrome 96","1366x768","2022-02-18T17:16:23.000Z","pass","https://app.crossbrowsertesting.com/public/ib2a03a200809cd7/selenium/73835412/638b821a"
"12.0.7","Product Test","Windows 10","Google Chrome 96","1366x768","2022-02-18T17:07:33.000Z","pass","https://app.crossbrowsertesting.com/public/ib2a03a200809cd7/selenium/73835164/ce1577db"
"12.0.7","Product Review Module Test","Windows 10","Google Chrome 96","1366x768","2022-02-18T16:58:13.000Z","pass","https://app.crossbrowsertesting.com/public/ib2a03a200809cd7/selenium/73834914/b50c9915"
"12.0.7","Product Price Level Test","Windows 10","Google Chrome 96","1366x768","2022-02-18T16:53:20.000Z","pass","https://app.crossbrowsertesting.com/public/ib2a03a200809cd7/selenium/73834780/9552d5d8"
"12.0.7","Product Price Editor Test","Windows 10","Google Chrome 96","1366x768","2022-02-18T16:48:42.000Z","pass","https://app.crossbrowsertesting.com/public/ib2a03a200809cd7/selenium/73834633/6c142070"
"12.0.7","Phone Order Test","Windows 10","Google Chrome 96","1366x768","2022-02-18T16:43:59.000Z","fail","https://app.crossbrowsertesting.com/public/ib2a03a200809cd7/selenium/73834519/cc3c8819"
"12.0.7","OrderSplitPerDistributorCustomProgramming","Windows 10","Google Chrome 96","1366x768","2022-02-18T16:43:14.000Z","fail","https://app.crossbrowsertesting.com/public/ib2a03a200809cd7/selenium/73834507/ce44d9a7"
"12.0.7","Order Quote Module Test","Windows 10","Google Chrome 96","1366x768","2022-02-18T16:40:14.000Z","pass","https://app.crossbrowsertesting.com/public/ib2a03a200809cd7/selenium/73834420/6927c90f"
"12.0.7","Order Management Test","Windows 10","Google Chrome 96","1366x768","2022-02-18T16:37:43.000Z","pass","https://app.crossbrowsertesting.com/public/ib2a03a200809cd7/selenium/73834320/f6c3e121"
"12.0.7","Option Templates Test","Windows 10","Google Chrome 96","1366x768","2022-02-18T16:31:59.000Z","pass","https://app.crossbrowsertesting.com/public/ib2a03a200809cd7/selenium/73834202/a134e34b"
"12.0.7","Newsletters Test","Windows 10","Google Chrome 96","1366x768","2022-02-18T16:30:56.000Z","pass","https://app.crossbrowsertesting.com/public/ib2a03a200809cd7/selenium/73834179/f228dec2"
"12.0.7","Make An Offer Module Test","Windows 10","Google Chrome 96","1366x768","2022-02-18T16:28:12.000Z","pass","https://app.crossbrowsertesting.com/public/ib2a03a200809cd7/selenium/73834131/761bb374"
"12.0.7","Inventory Control Test","Windows 10","Google Chrome 96","1366x768","2022-02-18T16:23:14.000Z","pass","https://app.crossbrowsertesting.com/public/ib2a03a200809cd7/selenium/73834012/3186a0b5"
"12.0.7","Group Certificate Test","Windows 10","Google Chrome 96","1366x768","2022-02-18T16:22:43.000Z","fail","https://app.crossbrowsertesting.com/public/ib2a03a200809cd7/selenium/73833985/6690b7fc"
"12.0.7","Gift Registry Test","Windows 10","Google Chrome 96","1366x768","2022-02-18T16:17:53.000Z","pass","https://app.crossbrowsertesting.com/public/ib2a03a200809cd7/selenium/73833744/ab67d591"
"12.0.7","Fractional Quantities Test","Windows 10","Google Chrome 96","1366x768","2022-02-18T16:16:33.000Z","pass","https://app.crossbrowsertesting.com/public/ib2a03a200809cd7/selenium/73833674/c4bec3da"
"12.0.7","Extra Pages Test","Windows 10","Google Chrome 96","1366x768","2022-02-18T16:11:16.000Z","pass","https://app.crossbrowsertesting.com/public/ib2a03a200809cd7/selenium/73833492/268e6c3a"
"12.0.7","Daily Deal Test","Windows 10","Google Chrome 96","1366x768","2022-02-18T16:06:15.000Z","pass","https://app.crossbrowsertesting.com/public/ib2a03a200809cd7/selenium/73833329/6cc2861c"
"12.0.7","Custom File Names Test","Windows 10","Google Chrome 96","1366x768","2022-02-18T16:02:15.000Z","pass","https://app.crossbrowsertesting.com/public/ib2a03a200809cd7/selenium/73833220/286086e4"
"12.0.7","CRM Module Test","Windows 10","Google Chrome 96","1366x768","2022-02-18T15:53:57.000Z","pass","https://app.crossbrowsertesting.com/public/ib2a03a200809cd7/selenium/73832995/dcbf882c"
"12.0.7","Single Page Checkout","Windows 10","Google Chrome 96","1366x768","2022-02-18T15:51:46.000Z","fail","https://app.crossbrowsertesting.com/public/ib2a03a200809cd7/selenium/73832960/f4e709ca"
"12.0.7","Autoresponders Test","Windows 10","Google Chrome 96","1366x768","2022-02-18T15:49:31.000Z","pass","https://app.crossbrowsertesting.com/public/ib2a03a200809cd7/selenium/73832896/d172749a"
"12.0.7","Automation Rules Test","Windows 10","Google Chrome 96","1366x768","2022-02-18T15:40:22.000Z","pass","https://app.crossbrowsertesting.com/public/ib2a03a200809cd7/selenium/73832708/6223b19e"
"12.0.7","Affiliate Program Test","Windows 10","Google Chrome 96","1366x768","2022-02-18T15:36:14.000Z","pass","https://app.crossbrowsertesting.com/public/ib2a03a200809cd7/selenium/73832652/341fb51b"
"12.0.7","Administrator Access Test","Windows 10","Google Chrome 96","1366x768","2022-02-18T15:32:10.000Z","pass","https://app.crossbrowsertesting.com/public/ib2a03a200809cd7/selenium/73832573/066babeb"
"12.0.7","AddToCartTest","Windows 10","Google Chrome 96","1366x768","2022-02-18T15:30:31.000Z","pass","https://app.crossbrowsertesting.com/public/ib2a03a200809cd7/selenium/73832531/468895c0"
