"Build Name","Test Name","OS","Browser","Resolution","Date","Score","Result URL"
"12.0.12","ZExample","Windows 10","Google Chrome 96","1366x768","2022-03-25T19:19:17.000Z","pass","https://app.crossbrowsertesting.com/public/ib2a03a200809cd7/selenium/75086445/8cbd1b21"
"12.0.12","Store Credit Module Test 2","Windows 10","Google Chrome 96","1366x768","2022-03-25T19:12:48.000Z","pass","https://app.crossbrowsertesting.com/public/ib2a03a200809cd7/selenium/75086314/98c1dec6"
"12.0.12","Store Credit Module Test","Windows 10","Google Chrome 96","1366x768","2022-03-25T19:07:28.000Z","pass","https://app.crossbrowsertesting.com/public/ib2a03a200809cd7/selenium/75086170/f91cada4"
"12.0.12","Multiple Ship To Module Test","Windows 10","Google Chrome 96","1366x768","2022-03-25T19:05:12.000Z","pass","https://app.crossbrowsertesting.com/public/ib2a03a200809cd7/selenium/75086108/da0f84fa"
"12.0.12","Custom Shipping Methods Orders Test","Windows 10","Google Chrome 96","1366x768","2022-03-25T18:56:37.000Z","pass","https://app.crossbrowsertesting.com/public/ib2a03a200809cd7/selenium/75085891/253fdc0b"
"12.0.12","Custom Shipping Methods Test","Windows 10","Google Chrome 96","1366x768","2022-03-25T18:50:11.000Z","pass","https://app.crossbrowsertesting.com/public/ib2a03a200809cd7/selenium/75085758/6a8ae00d"
"12.0.12","Category Filters Test","Windows 10","Google Chrome 96","1366x768","2022-03-25T18:37:41.000Z","pass","https://app.crossbrowsertesting.com/public/ib2a03a200809cd7/selenium/75085559/6192bf4f"
"12.0.12","Categories Test","Windows 10","Google Chrome 96","1366x768","2022-03-25T18:30:34.000Z","pass","https://app.crossbrowsertesting.com/public/ib2a03a200809cd7/selenium/75085460/5c519704"
"12.0.12","Categories Display Test","Windows 10","Google Chrome 96","1366x768","2022-03-25T18:25:09.000Z","pass","https://app.crossbrowsertesting.com/public/ib2a03a200809cd7/selenium/75085342/68481b4d"
"12.0.12","Blog Module Test","Windows 10","Google Chrome 96","1366x768","2022-03-25T18:20:11.000Z","pass","https://app.crossbrowsertesting.com/public/ib2a03a200809cd7/selenium/75085223/64a89686"
"12.0.12","Wish List Test","Windows 10","Google Chrome 96","1366x768","2022-03-25T18:08:36.000Z","pass","https://app.crossbrowsertesting.com/public/ib2a03a200809cd7/selenium/75084858/3b338c5f"
"12.0.12","Waiting List Test","Windows 10","Google Chrome 96","1366x768","2022-03-25T18:05:36.000Z","pass","https://app.crossbrowsertesting.com/public/ib2a03a200809cd7/selenium/75084740/b89a0858"
"12.0.12","Titles and Content - WishList Pages Test","Windows 10","Google Chrome 96","1366x768","2022-03-25T18:00:49.000Z","pass","https://app.crossbrowsertesting.com/public/ib2a03a200809cd7/selenium/75084574/38294321"
"12.0.12","Titles and Content - RMA Pages Test","Windows 10","Google Chrome 96","1366x768","2022-03-25T17:55:48.000Z","pass","https://app.crossbrowsertesting.com/public/ib2a03a200809cd7/selenium/75084460/0ba5e40f"
