"Build Name","Test Name","OS","Browser","Resolution","Date","Score","Result URL"
"12.0.10","Product Price Level Test","Windows 10","Google Chrome 96","1366x768","2022-03-11T15:33:06.000Z","pass","https://app.crossbrowsertesting.com/public/ib2a03a200809cd7/selenium/74591568/dbd7ffe4"
"12.0.10","Product Price Editor Test","Windows 10","Google Chrome 96","1366x768","2022-03-11T15:32:12.000Z","fail","https://app.crossbrowsertesting.com/public/ib2a03a200809cd7/selenium/74591551/7433d321"
"12.0.10","Phone Order Test","Windows 10","Google Chrome 96","1366x768","2022-03-11T15:30:47.000Z","fail","https://app.crossbrowsertesting.com/public/ib2a03a200809cd7/selenium/74591516/0d6d5ffa"
"12.0.10","OrderSplitPerDistributorCustomProgramming","Windows 10","Google Chrome 96","1366x768","2022-03-11T15:29:05.000Z","fail","https://app.crossbrowsertesting.com/public/ib2a03a200809cd7/selenium/74591473/6759136c"
"12.0.10","Order Quote Module Test","Windows 10","Google Chrome 96","1366x768","2022-03-11T15:25:59.000Z","pass","https://app.crossbrowsertesting.com/public/ib2a03a200809cd7/selenium/74591415/9365a8b4"
"12.0.10","Order Management Test","Windows 10","Google Chrome 96","1366x768","2022-03-11T15:24:03.000Z","pass","https://app.crossbrowsertesting.com/public/ib2a03a200809cd7/selenium/74591383/c997c13d"
"12.0.10","Option Templates Test","Windows 10","Google Chrome 96","1366x768","2022-03-11T15:22:45.000Z","fail","https://app.crossbrowsertesting.com/public/ib2a03a200809cd7/selenium/74591354/344411b3"
"12.0.10","Newsletters Test","Windows 10","Google Chrome 96","1366x768","2022-03-11T15:21:29.000Z","pass","https://app.crossbrowsertesting.com/public/ib2a03a200809cd7/selenium/74591328/289252d8"
"12.0.10","Make An Offer Module Test","Windows 10","Google Chrome 96","1366x768","2022-03-11T15:18:41.000Z","pass","https://app.crossbrowsertesting.com/public/ib2a03a200809cd7/selenium/74591264/52359be9"
"12.0.10","Inventory Control Test","Windows 10","Google Chrome 96","1366x768","2022-03-11T15:13:03.000Z","pass","https://app.crossbrowsertesting.com/public/ib2a03a200809cd7/selenium/74591165/485a224d"
"12.0.10","In Store PickUp Module Test","Windows 10","Google Chrome 96","1366x768","2022-03-11T14:59:59.000Z","pass","https://app.crossbrowsertesting.com/public/ib2a03a200809cd7/selenium/74590841/6bc95415"
"12.0.10","Group Certificate Test","Windows 10","Google Chrome 96","1366x768","2022-03-11T14:55:33.000Z","pass","https://app.crossbrowsertesting.com/public/ib2a03a200809cd7/selenium/74590785/061106b6"
"12.0.10","Gift Registry Test","Windows 10","Google Chrome 96","1366x768","2022-03-11T14:50:15.000Z","pass","https://app.crossbrowsertesting.com/public/ib2a03a200809cd7/selenium/74590670/6b50c771"
"12.0.10","Fractional Quantities Test","Windows 10","Google Chrome 96","1366x768","2022-03-11T14:49:49.000Z","fail","https://app.crossbrowsertesting.com/public/ib2a03a200809cd7/selenium/74590652/e05d92bb"
"12.0.10","Extra Pages Test","Windows 10","Google Chrome 96","1366x768","2022-03-11T14:44:53.000Z","fail","https://app.crossbrowsertesting.com/public/ib2a03a200809cd7/selenium/74590530/fde97119"
"12.0.10","Daily Deal Test","Windows 10","Google Chrome 96","1366x768","2022-03-11T14:39:47.000Z","pass","https://app.crossbrowsertesting.com/public/ib2a03a200809cd7/selenium/74590395/ef5d2838"
"12.0.10","Custom File Names Test","Windows 10","Google Chrome 96","1366x768","2022-03-11T14:35:31.000Z","pass","https://app.crossbrowsertesting.com/public/ib2a03a200809cd7/selenium/74590273/72a018eb"
"12.0.10","CRM Module Test","Windows 10","Google Chrome 96","1366x768","2022-03-11T14:26:28.000Z","pass","https://app.crossbrowsertesting.com/public/ib2a03a200809cd7/selenium/74590071/0b7c49be"
"12.0.10","Single Page Checkout","Windows 10","Google Chrome 96","1366x768","2022-03-11T14:24:06.000Z","fail","https://app.crossbrowsertesting.com/public/ib2a03a200809cd7/selenium/74590023/59334c13"
"12.0.10","Autoresponders Test","Windows 10","Google Chrome 96","1366x768","2022-03-11T14:21:28.000Z","pass","https://app.crossbrowsertesting.com/public/ib2a03a200809cd7/selenium/74589977/6e26dbae"
"12.0.10","Automation Rules Test","Windows 10","Google Chrome 96","1366x768","2022-03-11T14:11:24.000Z","pass","https://app.crossbrowsertesting.com/public/ib2a03a200809cd7/selenium/74589711/bcf4d729"
"12.0.10","Affiliate Program Test","Windows 10","Google Chrome 96","1366x768","2022-03-11T14:06:46.000Z","pass","https://app.crossbrowsertesting.com/public/ib2a03a200809cd7/selenium/74589554/425af391"
"12.0.10","Administrator Access Test","Windows 10","Google Chrome 96","1366x768","2022-03-11T14:01:59.000Z","pass","https://app.crossbrowsertesting.com/public/ib2a03a200809cd7/selenium/74589402/48ab9cde"
"12.0.10","AddToCartTest","Windows 10","Google Chrome 96","1366x768","2022-03-11T14:00:29.000Z","pass","https://app.crossbrowsertesting.com/public/ib2a03a200809cd7/selenium/74589320/6527a2cb"
